PROVIDER NAME,TOTAL_COST,UNIQUE_VISITS,UNIQUE_MEMBERS,TOTAL_CLAIMS,AVG_COST_PER_VISIT,RISK_SCORE
THE NAIROBI HOSPITAL OUTPATIENT CENTER - CAPITAL CENTRE,669877.9,55,25,69,12179.598181818183,0.8109110169491526
THE NAIROBI HOSPITAL OUTPATIENT CENTER - GALLERIA,1445943.3801,145,52,183,9972.023311034482,0.8169491525423729
THE NAIROBI HOSPITAL OUTPATIENT CENTER - GIGIRI,846274.49,65,17,72,13019.607538461538,0.8152542372881355
THE NAIROBI HOSPITAL OUTPATIENT CENTER - KIAMBU,40552.0,6,3,7,6758.666666666667,0.43485169491525427
THE NAIROBI HOSPITAL OUTPATIENT CENTER - ROSSLYN RIVIERA,14037.8,1,1,2,14037.8,0.47997881355932204
THE NAIROBI SOUTH HOSPITAL-SOUTH C,11451809.3798,125,63,127,91614.47503839999,0.9552966101694915
THE NAIROBI WEST HOSPITAL LTD,18791284.53,727,224,1169,25847.70911966988,0.9580508474576273
THE NAIROBI WEST HOSPITAL UTAWALA BRANCH LTD,6498.53,2,2,2,3249.265,0.18209745762711865
THE NAIROBI WOMEN HOSPITAL-NAIVASHA,531139.4199999999,25,10,25,21245.576799999995,0.7936440677966101
THE NAIROBI WOMENS HOSPITAL- MERU,645277.07,50,16,59,12905.541399999998,0.8009533898305085
THE NAKURU SPECIALIST HOSPITAL,885811.25,46,25,46,19256.766304347828,0.8554025423728814
THE NANYUKI HOSPITAL LIMITED,1241876.5,121,56,122,10263.44214876033,0.8137711864406779
THE PINE HOSPITAL LTD,57835.0,12,5,13,4819.583333333333,0.4319915254237288
THE TALA HOSPITAL LIMITED,368340.0,63,29,69,5846.666666666667,0.6473516949152542
THE VETERAN MISSION HOSPITAL,58371.0,14,9,15,4169.357142857143,0.4438559322033898
TIONYCARE HOSPITAL,608043.5,72,31,73,8445.048611111111,0.7396186440677966
UNISON MEDICAL CENTRE,238178.75,19,10,20,12535.723684210527,0.7158898305084745
